17D62FF4D5A3E571027FCB3B1286D348,Raw Fitness Cost->0.0,Calculation Time (ms)->39.0,Max Move-Log Cost->19.0,Num. States->138.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1027.0,Move-Log Fitness->1.0,Trace Length->19.0,Queued States->308.0
18B2C15AF13A3BF0C352F98D13EA473C,Raw Fitness Cost->0.0,Calculation Time (ms)->0.0,Max Move-Log Cost->5.0,Num. States->27.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1013.0,Move-Log Fitness->1.0,Trace Length->5.0,Queued States->65.0
19944FCAD346A3D3336349FDDD182065,Raw Fitness Cost->0.0,Calculation Time (ms)->4.0,Max Move-Log Cost->15.0,Num. States->92.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1023.0,Move-Log Fitness->1.0,Trace Length->15.0,Queued States->206.0
19C116D195BBA77736288C9CE0C48F7A,Raw Fitness Cost->0.0,Calculation Time (ms)->5.0,Max Move-Log Cost->18.0,Num. States->122.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1026.0,Move-Log Fitness->1.0,Trace Length->18.0,Queued States->278.0
1DF8CB8C3CA566E85EB8553A304B2648,Raw Fitness Cost->0.0,Calculation Time (ms)->5.0,Max Move-Log Cost->13.0,Num. States->76.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1021.0,Move-Log Fitness->1.0,Trace Length->13.0,Queued States->186.0
1E64FB321210AD3F6ED39DBD3F8D8E32,Raw Fitness Cost->1.0,Calculation Time (ms)->45.0,Max Move-Log Cost->36.0,Num. States->271.0,Move-Model Fitness->1.0,Trace Fitness->0.9990421455938697,Max Fitness Cost->1044.0,Move-Log Fitness->0.9722222222222222,Trace Length->36.0,Queued States->597.0
1EDC612E953846C2428D309A070F2645,Raw Fitness Cost->0.0,Calculation Time (ms)->31.0,Max Move-Log Cost->26.0,Num. States->165.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1034.0,Move-Log Fitness->1.0,Trace Length->26.0,Queued States->400.0
2113D195A456F19F8E481F58CF4E254D,Raw Fitness Cost->1.0,Calculation Time (ms)->5.0,Max Move-Log Cost->16.0,Num. States->111.0,Move-Model Fitness->1.0,Trace Fitness->0.9990234375,Max Fitness Cost->1024.0,Move-Log Fitness->0.9375,Trace Length->16.0,Queued States->241.0
212E179A1D26AAC75D892A62919507CC,Raw Fitness Cost->0.0,Calculation Time (ms)->5.0,Max Move-Log Cost->17.0,Num. States->95.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1025.0,Move-Log Fitness->1.0,Trace Length->17.0,Queued States->230.0
21577C9DDBAF950E7285BBD23D5E40E7,Raw Fitness Cost->0.0,Calculation Time (ms)->6.0,Max Move-Log Cost->20.0,Num. States->133.0,Move-Model Fitness->1.0,Trace Fitness->1.0,Max Fitness Cost->1028.0,Move-Log Fitness->1.0,Trace Length->20.0,Queued States->303.0
22EC7CB1C3A438BA61CC0CE494BE2C20,Raw Fitness Cost->1.0,Calculation Time (ms)->3.0,Max Move-Log Cost->15.0,Num. States->99.0,Move-Model Fitness->1.0,Trace Fitness->0.9990224828934506,Max Fitness Cost->1023.0,Move-Log Fitness->0.9333333333333333,Trace Length->15.0,Queued States->208.0
23339A5ADCEA53CBA3517318CC9D273A,Raw Fitness Cost->1.0,Calculation Time (ms)->5.0,Max Move-Log Cost->7.0,Num. States->86.0,Move-Model Fitness->0.875,Trace Fitness->0.9990147783251232,Max Fitness Cost->1015.0,Move-Log Fitness->1.0,Trace Length->7.0,Queued States->127.0
